id,category,muscle_group,difficulty,demonstration_url,description,created_at,name_en,name_es,equipment,type,is_compound,movement_pattern,notes,slug,instructions
80f1072c-03de-4fb6-b406-0e74aa613e34,back,back,beginner,,"The inverted row is a bodyweight horizontal pulling exercise performed under a bar, table, or using a towel. It trains the mid-back, rhomboids, and rear delts with scapular retraction.",2026-04-24T22:58:47.864633+00:00,Inverted Row,Remo invertido,bodyweight,calisthenics,True,horizontal_pull,,inverted-row,"Position yourself under a bar set at hip height. Grip the bar with an overhand grip, hands shoulder-width apart. Extend your body in a plank position with heels on the floor. Pull your chest up to the bar by driving your elbows back and squeezing your shoulder blades. Lower with control. Repeat for desired reps."
556b4d2a-19ab-4545-89e1-bef19a592341,back,lats,beginner,,"The assisted pull-up machine uses a counterbalanced weight to reduce effective body weight, allowing users to build lat and bicep strength before performing unassisted pull-ups.",2026-04-24T22:58:47.864633+00:00,Assisted Pull-Up Machine,Dominada asistida en máquina,machine,gym,True,vertical_pull,,assisted-pull-up-machine,Set the assistance weight on the machine. Kneel or stand on the platform and grip the overhead handles slightly wider than shoulder-width with an overhand grip. Pull yourself up until your chin clears the bar by driving your elbows down and back. Lower with control to the starting position. Repeat for desired reps.
f9e315f9-0147-41dd-8bc6-3431874392d0,back,lats,intermediate,,"The chin-up is a bodyweight vertical pulling exercise using a supinated (underhand) grip that emphasizes the biceps alongside the lats, making it a bicep and back compound movement.",2026-04-24T22:58:47.864633+00:00,Chin-Up,Dominada supina,bodyweight,calisthenics,True,vertical_pull,,chin-up,Grip an overhead bar with hands shoulder-width apart using an underhand (supinated) grip. Hang with arms fully extended. Pull yourself up until your chin is above the bar by driving your elbows toward your hips. Lower with control back to a full hang. Repeat for desired reps.
314024d7-5197-43d5-a4bc-a0f3c70e9572,back,lats,beginner,,"The single-arm dumbbell row is a unilateral back exercise that targets the latissimus dorsi, rhomboids, and rear delts. Supporting yourself on a bench allows heavy loading with good form.",2026-04-24T22:58:47.864633+00:00,Dumbbell Row,Remo con mancuerna,dumbbells,gym,True,horizontal_pull,,dumbbell-row,Place one knee and hand on a bench for support. Hold a dumbbell in the opposite hand with arm hanging straight down. Pull the dumbbell up toward your hip by driving your elbow back. Squeeze your lat at the top. Lower with control back to the starting position. Complete reps then switch sides.
64d3961f-5188-49c0-892b-3ef924bd2bc6,back,lats,beginner,,"The lat pulldown is a cable machine exercise that mimics the pull-up motion. It targets the latissimus dorsi with adjustable resistance, making it accessible for all fitness levels.",2026-04-24T22:58:47.864633+00:00,Lat Pulldown,Jalón al pecho,machine,gym,True,vertical_pull,,lat-pulldown,Sit at the lat pulldown machine and secure your thighs under the pad. Grip the bar slightly wider than shoulder-width with an overhand grip. Pull the bar down to your upper chest by driving your elbows toward your hips. Squeeze your lats at the bottom. Slowly raise the bar back to the starting position. Repeat for desired reps.
e55234c3-375e-4828-930b-7fee64c31c7a,back,lats,intermediate,,"The pull-up is one of the most demanding bodyweight upper body exercises. It targets the latissimus dorsi, rhomboids, and biceps using an overhand grip and full range of motion.",2026-04-24T22:58:47.864633+00:00,Pull-Up,Dominada,bodyweight,calisthenics,True,vertical_pull,,pull-up,Grip an overhead bar slightly wider than shoulder-width with an overhand (pronated) grip. Hang with arms fully extended. Pull yourself up until your chin is above the bar by driving your elbows down and back. Lower with control to a full hang. Repeat for desired reps.
c5dd5072-e786-4b0b-897f-cf71d0751663,back,lats,beginner,,"The single-arm cable row allows unilateral back training, helping to correct muscle imbalances between sides. It targets the lat, rhomboid, and rear delt with rotation and full range of motion.",2026-04-24T22:58:47.864633+00:00,Single-Arm Cable Row,Remo unilateral en polea,cable,gym,True,horizontal_pull,,single-arm-cable-row,Set a cable pulley to mid height. Stand facing the machine and grip the single handle with one hand. Step back to create tension. Pull the handle toward your hip by driving your elbow back. Rotate your torso slightly at the end range. Squeeze your lat. Return to starting position with control. Complete reps then switch sides.
c8017401-cd28-454a-9578-ffe902da07fc,back,lats,intermediate,,"The straight-arm pulldown isolates the lats by keeping the elbows straight, removing bicep involvement. It provides a strong lat contraction at the bottom of each rep.",2026-04-24T22:58:47.864633+00:00,Straight-Arm Pulldown,Jalón de brazos rectos,cable,gym,True,shoulder_extension,,straight-arm-pulldown,Attach a rope or straight bar to a high cable pulley. Stand facing the machine and grip the attachment with arms extended overhead. Keep a slight bend in the elbows. Pull the bar down and back toward your thighs in a sweeping arc. Squeeze the lats at the bottom. Return to starting position with control. Repeat for desired reps.
88042988-0880-4e6c-b5c0-ac646ca44a0b,back,lats,beginner,,The wide-grip lat pulldown uses a wider-than-shoulder hand position to increase the stretch on the lat at the top and emphasize the outer lats for a wider back appearance.,2026-04-24T22:58:47.864633+00:00,Wide-Grip Lat Pulldown,Jalón al pecho agarre amplio,machine,gym,True,vertical_pull,,wide-grip-lat-pulldown,Sit at the lat pulldown machine and grip the bar wider than shoulder-width with an overhand grip. Secure thighs under the pad. Pull the bar down to your upper chest by driving your elbows toward the floor. Squeeze your lats at the bottom. Slowly return to the starting position. Repeat for desired reps.
ac5e5dda-0f35-4ed9-ab38-0cb7a9be3317,back,lower back,advanced,,"The good morning is a hinge movement that strengthens the hamstrings, glutes, and lower back erectors under load. Performed with a barbell on the upper back, it is a key accessory for deadlift and squat strength.",2026-04-24T22:58:47.864633+00:00,Good Morning,Buenos días,barbell,gym,True,hip_hinge,,good-morning,"Place a barbell on your upper back as in a squat. Stand with feet shoulder-width apart, knees slightly bent. Hinge forward at the hips, pushing them back while keeping your back flat and chest up. Lower your torso until it is nearly parallel to the floor. Drive your hips forward to return to standing. Repeat for desired reps."
cbf72081-31f1-43c6-9615-6d4cb4c88a4a,back,lower back,beginner,,"The hyperextension (back extension) exercise targets the lower back erectors, glutes, and hamstrings. Performed on a hyperextension bench, it strengthens the posterior chain for injury prevention.",2026-04-24T22:58:47.864633+00:00,Hyperextension,Hiperextensión,bodyweight,gym,True,spinal_extension,,hyperextension,Position yourself face down on a hyperextension bench with your hips at the pad edge. Cross your arms over your chest or hold a weight plate. Lower your upper body toward the floor by hinging at the hips. Raise back up until your body forms a straight line. Avoid hyperextending beyond neutral at the top. Repeat for desired reps.
93e7e411-42f7-4a2b-bba0-ad39f47dbf4f,back,middle back,intermediate,,"The barbell row is a fundamental compound back exercise that targets the lats, rhomboids, traps, and rear delts. It is one of the primary mass-building exercises for the back.",2026-04-24T22:58:47.864633+00:00,Barbell Row,Remo con barra,barbell,gym,True,horizontal_pull,,barbell-row,Stand with feet hip-width apart and hinge forward until your torso is roughly parallel to the floor. Grip a barbell slightly wider than shoulder-width with an overhand grip. Pull the bar toward your lower chest or upper abdomen by driving your elbows back. Squeeze your shoulder blades at the top. Lower with control. Repeat for desired reps.
6164ace2-6775-453c-8ca8-8aabefa6b987,back,middle back,beginner,,"The chest-supported row eliminates lower back involvement by lying face-down on an incline bench. It isolates the mid-back, rhomboids, and rear delts with strict form.",2026-04-24T22:58:47.864633+00:00,Chest-Supported Row,Remo con apoyo en pecho,machine,gym,True,horizontal_pull,,chest-supported-row,Set an incline bench to 30-45 degrees. Lie face down with your chest on the pad and a dumbbell in each hand hanging straight down. Pull the dumbbells up toward your hips by driving your elbows back and squeezing your shoulder blades. Lower with control to the starting position. Repeat for desired reps.
ef27c535-8d2f-4441-9dfc-97513ee7bf89,back,middle back,beginner,,"The seated cable row is a horizontal pulling exercise using a cable machine that targets the mid-back, lats, and rhomboids. The seated position and constant cable tension allow excellent muscle engagement.",2026-04-24T22:58:47.864633+00:00,Seated Cable Row,Remo sentado en polea,cable,gym,True,horizontal_pull,,seated-cable-row,Sit at the cable row station with feet on the platform and knees slightly bent. Grip the handle with both hands and sit upright with arms extended. Pull the handle toward your lower abdomen by driving your elbows back and squeezing your shoulder blades. Hold briefly. Extend arms back to the starting position. Repeat for desired reps.
7794bcd3-151d-4709-a9a6-384676cbe1f7,back,middle back,beginner,,"The seated row machine provides a guided horizontal pulling motion that targets the mid-back, rhomboids, and rear delts. The machine path ensures consistent form for beginners.",2026-04-24T22:58:47.864633+00:00,Seated Row Machine,Remo sentado en máquina,machine,gym,True,horizontal_pull,,seated-row-machine,Adjust the seat and chest pad height. Sit with your chest against the pad and grip the handles. Pull the handles toward your torso by squeezing your shoulder blades together. Hold briefly at full contraction. Slowly return to the starting position. Repeat for desired reps.
ecc768f9-789c-4bce-be34-c8e1578e9ea1,back,middle back,intermediate,,"The T-bar row is a compound rowing exercise using a landmine or T-bar apparatus. It allows heavy loading for the mid-back, lats, and rhomboids with a neutral or overhand grip.",2026-04-24T22:58:47.864633+00:00,T-Bar Row,Remo en T,machine,gym,True,horizontal_pull,,t-bar-row,Position yourself over the T-bar with feet straddling the bar. Hinge forward at the hips until torso is roughly 45 degrees. Grip the handles and pull the bar toward your chest by driving your elbows back. Squeeze your shoulder blades at the top. Lower with control. Repeat for desired reps.
915ab619-3a23-4c4f-b369-b97dfc2b2507,back,posterior chain,advanced,,"The deadlift is the king of posterior chain exercises, training the entire back, glutes, hamstrings, and traps simultaneously. It is one of the most effective movements for total body strength.",2026-04-24T22:58:47.864633+00:00,Deadlift,Peso muerto,barbell,gym,True,hip_hinge,,deadlift,"Stand with feet hip-width apart and the bar over your mid-foot. Hinge at the hips and grip the bar just outside your legs. Take a deep breath, brace your core, and engage your lats. Drive through the floor to lift the bar, keeping it close to your body. Lock out hips and knees at the top. Lower with control to the floor. Repeat for desired reps."
80428666-767b-4f90-87ff-c3fe67cf652a,back,rear delts,beginner,,"The face pull is a cable exercise targeting the rear delts, rotator cuff, and upper traps. It is an essential exercise for shoulder health, posture correction, and balanced upper body development.",2026-04-24T22:58:47.864633+00:00,Face Pull,Face pull,cable,gym,True,scapular_retraction,,face-pull,Attach a rope to a high cable pulley. Stand facing the machine and grip each end of the rope with palms facing each other. Pull the rope toward your face with elbows flared high. Squeeze your rear delts and upper traps at the end. Slowly return to the starting position. Repeat for desired reps.
b97bd300-78b4-4a29-853a-526f5336ef13,cardio,calves/conditioning,beginner,,"Jump rope is a high-intensity cardio exercise that improves cardiovascular endurance, coordination, and calf strength. It can be performed with various techniques including basic, skipping, and double-under.",2026-04-24T22:58:47.864633+00:00,Jump Rope,Saltar la cuerda,jump rope,cardio,True,conditioning,,jump-rope,"Hold the rope handles at hip height, one in each hand. Swing the rope overhead and jump with both feet as it passes under you. Land softly on the balls of your feet. Keep a slight bend in the knees and maintain an upright posture. Vary pace and footwork patterns as fitness improves."
4f578c24-0abc-4411-b732-666f519b5810,cardio,conditioning,beginner,,Cycling is a low-impact cardiovascular exercise that strengthens the legs and improves aerobic capacity. It can be performed outdoors or on a stationary bike.,2026-04-24T22:58:47.864633+00:00,Cycling,Ciclismo,bike,cardio,True,locomotion,,cycling,Adjust the seat height so your knee has a slight bend at the bottom of the pedal stroke. Sit upright with a relaxed grip on the handlebars. Pedal at a comfortable cadence and adjust resistance as needed. Maintain steady breathing throughout. Vary intensity with interval or steady-state sessions.
2b4a114f-7622-466f-97f5-a4dec668ae3f,cardio,conditioning,beginner,,The elliptical provides a low-impact full-body cardiovascular workout by combining leg and arm movements in a smooth oval motion. It reduces joint stress compared to running.,2026-04-24T22:58:47.864633+00:00,Elliptical,Elíptica,machine,cardio,True,conditioning,,elliptical,Step onto the elliptical and grip the moving handles. Begin pedaling in a smooth elliptical motion with feet flat on the pads. Push and pull the handles to engage the upper body. Maintain an upright posture. Adjust resistance and incline to increase intensity. Perform for desired duration.
294b1376-70be-41c5-8dc3-6cb3a28c9ee6,cardio,conditioning,beginner,,"Incline walking on a treadmill increases cardiovascular demand and glute/hamstring activation compared to flat walking, making it an effective low-impact fat-burning exercise.",2026-04-24T22:58:47.864633+00:00,Incline Walk,Caminata en inclinación,treadmill,cardio,True,conditioning,,incline-walk,Set the treadmill to an incline between 5-15 percent. Walk at a moderate pace (3-4 mph) without holding the handrails. Maintain upright posture and take natural strides. Breathe steadily throughout. Adjust incline and speed to match your fitness level and goals.
1622d2d6-e6e8-4aa7-a992-31d2fb68282d,cardio,conditioning,beginner,,"Rowing on an ergometer (rowing machine) is a full-body cardiovascular exercise that engages the legs, back, and arms in a coordinated pushing and pulling motion.",2026-04-24T22:58:47.864633+00:00,Rowing,Remo cardio,rowing machine,cardio,True,conditioning,,rowing,"Sit on the rowing machine and strap your feet in. Grip the handle with an overhand grip. Start with knees bent and arms extended (catch position). Drive through your legs first, then lean back slightly, then pull the handle to your lower ribcage. Return in reverse order: arms, lean forward, bend knees. Repeat continuously for desired duration."
d5d7193b-34e2-457f-be8d-e28b5ed57c27,cardio,conditioning,beginner,,"Running is a fundamental cardiovascular exercise that improves aerobic capacity, burns calories, and strengthens the legs. It can be performed outdoors or on a treadmill at varying intensities.",2026-04-24T22:58:47.864633+00:00,Running,Correr,treadmill/outdoor,cardio,True,locomotion,,running,Start with a brisk walking warm-up. Gradually increase to a comfortable jogging pace. Maintain an upright posture with a slight forward lean. Land mid-foot beneath your center of mass. Keep arms relaxed and bent at 90 degrees. Breathe rhythmically. Gradually increase distance and pace over time.
36948c1d-3ab5-487e-a408-14f873254199,cardio,conditioning,intermediate,,"Sprint intervals alternate between maximum effort sprints and rest periods to develop speed, anaerobic capacity, and cardiovascular fitness while burning significant calories.",2026-04-24T22:58:47.864633+00:00,Sprint Intervals,Intervalos de sprint,bodyweight,cardio,True,conditioning,,sprint-intervals,Warm up with 5-10 minutes of jogging. Sprint at maximum effort for 20-40 seconds. Rest or walk for 60-90 seconds. Repeat for 6-10 rounds. Cool down with 5 minutes of light jogging and stretching. Adjust sprint and rest durations to your fitness level.
ba32efe6-1832-48d4-9cb6-9bc6fed95ce4,cardio,conditioning,beginner,,"The stair climber simulates stair climbing to develop cardiovascular fitness and strengthen the glutes, quads, and calves. It provides a lower-impact alternative to running.",2026-04-24T22:58:47.864633+00:00,Stair Climber,Escaladora,machine,cardio,True,conditioning,,stair-climber,Step onto the machine and grip the handrails lightly for balance only. Begin stepping at a comfortable pace. Push through each step with your full foot for maximum glute engagement. Keep an upright posture and avoid leaning heavily on the rails. Adjust speed as fitness improves. Perform for desired duration.
063ef91e-60e6-4d70-8dca-fa2d5ab22d9b,chest,chest,beginner,,The wide push-up places hands wider than shoulder-width to increase chest activation compared to standard push-ups. It targets the pectoralis major with reduced tricep involvement.,2026-04-24T22:58:47.864633+00:00,Wide Push-Up,Flexión abierta,bodyweight,calisthenics,True,horizontal_push,,wide-push-up,Start in a plank position with hands placed wider than shoulder-width apart. Keep your body in a straight line from head to heels. Lower your chest toward the floor by bending your elbows out to the sides. Press back up to the starting position. Repeat for desired reps.
8142c4ea-3356-4615-bfad-1c38ac8fdc28,chest,lower chest,intermediate,,The decline bench press targets the lower portion of the pectoralis major by pressing from a declined angle. It reduces anterior deltoid involvement compared to flat and incline pressing.,2026-04-24T22:58:47.864633+00:00,Decline Bench Press,Press declinado,barbell,gym,True,decline_push,,decline-bench-press,Lie on a decline bench with feet secured and grip the barbell slightly wider than shoulder-width. Unrack the bar and hold it above your lower chest. Lower the bar to your lower chest. Press back up to the starting position. Repeat for desired reps.
09185da1-7580-4477-bb22-a38b728398b9,chest,pectorals,intermediate,,"The barbell bench press is the foundational horizontal pressing exercise for developing the pectoralis major, anterior deltoid, and triceps. It is one of the primary upper body mass builders.",2026-04-24T22:58:47.864633+00:00,Barbell Bench Press,Press de banca con barra,barbell,gym,True,horizontal_push,,barbell-bench-press,Lie on a flat bench and grip the barbell slightly wider than shoulder-width. Unrack the bar and hold it above your chest. Lower the bar to your mid-chest with elbows at about 45 degrees. Press back up to the starting position explosively. Repeat for desired reps.
770be561-6405-492d-9935-88b9f902644b,chest,pectorals,intermediate,,"The cable chest fly uses pulleys set at mid-height to provide constant tension throughout the fly motion, making it superior to dumbbell flys for continuous chest loading.",2026-04-24T22:58:47.864633+00:00,Cable Chest Fly,Aperturas en polea,cable,gym,True,horizontal_adduction,,cable-chest-fly,"Set dual cable pulleys to chest height. Stand in the middle and grip each handle with one hand, stepping forward slightly. With a slight bend in the elbows, bring both handles forward and together in a hugging motion. Squeeze your chest at the top. Slowly open your arms back to the starting position. Repeat for desired reps."
0a0c16c1-6956-4f97-8c65-92b1093e7a54,chest,pectorals,beginner,,"The dumbbell chest fly is an isolation exercise for the pectoralis major. The wide arcing motion stretches the chest more than pressing movements, promoting muscle length development.",2026-04-24T22:58:47.864633+00:00,Chest Fly,Aperturas de pecho,machine,gym,True,horizontal_adduction,,chest-fly,"Lie on a flat bench holding a dumbbell in each hand with arms extended above your chest, palms facing each other. With a slight bend in the elbows, lower the dumbbells out to your sides in a wide arc until you feel a stretch in your chest. Bring the dumbbells back together above your chest in the same arc. Repeat for desired reps."
6ff2df01-13bf-4d87-b29b-65b5a0bd8195,chest,pectorals,beginner,,"The chest press machine provides a guided pressing motion that targets the pectoralis major, anterior deltoids, and triceps. The machine path makes it suitable for beginners.",2026-04-24T22:58:47.864633+00:00,Chest Press Machine,Press de pecho en máquina,machine,gym,True,horizontal_push,,chest-press-machine,Adjust the seat so the handles are at chest height. Sit with your back flat against the pad. Grip the handles and press forward until arms are nearly fully extended. Squeeze your chest at the end. Slowly return to the starting position. Repeat for desired reps.
4d6b86c6-47b5-4d7e-bec7-2339e9959f15,chest,pectorals,intermediate,,"The dumbbell bench press allows greater range of motion than the barbell version and requires more stabilizer muscle activation. It targets the pectoralis major, anterior deltoid, and triceps.",2026-04-24T22:58:47.864633+00:00,Dumbbell Bench Press,Press de banca con mancuernas,dumbbells,gym,True,horizontal_push,,dumbbell-bench-press,"Lie on a flat bench holding a dumbbell in each hand at chest level, elbows at about 45 degrees. Press the dumbbells up and together until arms are nearly extended. Lower back to chest level with control. Repeat for desired reps."
899715af-faad-484d-9dc3-34882f71be9f,chest,pectorals,intermediate,,The dumbbell fly is an isolation exercise for the pectoralis major. The wide arc motion stretches the chest at the bottom for an enhanced mind-muscle connection and growth stimulus.,2026-04-24T22:58:47.864633+00:00,Dumbbell Fly,Aperturas con mancuernas,dumbbells,gym,True,horizontal_adduction,,dumbbell-fly,"Lie on a flat bench with a dumbbell in each hand, arms extended above chest. Lower the dumbbells out and down in a wide arc, keeping a slight bend in the elbows. Stop when you feel a deep chest stretch. Bring the dumbbells back together in the same arc. Repeat for desired reps."
96ebd8ac-386a-468c-a138-d449419a28b1,chest,pectorals,beginner,,"The machine chest press is a guided pressing exercise targeting the pectoralis major. The fixed path reduces the stabilization requirement, making it ideal for high-rep or isolation work.",2026-04-24T22:58:47.864633+00:00,Machine Chest Press,Press de pecho en máquina,machine,gym,True,horizontal_push,,machine-chest-press,Adjust the seat height so handles align with your mid-chest. Sit with your back flat against the pad. Press the handles forward until your arms are nearly extended. Squeeze the chest at the end. Return with control to the starting position. Repeat for desired reps.
